"Performed At",Exercise,Exercise#,Set#,IsPR,String,Weight,Reps,RPE
"2014-01-23 08:13","Dumbbell Row",3,3,0,"75 lbs x 8 reps","75 lbs",8
"2014-01-23 08:13","One-Arm Kettlebell Swing",4,1,0,"54 lbs x 10 reps","54 lbs",10
"2014-01-23 08:13","One-Arm Kettlebell Swing",4,2,0,"54 lbs x 10 reps","54 lbs",10
"2014-01-23 08:13","One-Arm Kettlebell Swing",4,3,0,"54 lbs x 10 reps","54 lbs",10
"2014-01-23 08:13","One-Arm Kettlebell Swing",4,4,0,"54 lbs x 10 reps","54 lbs",10
"2014-01-23 08:13","One-Arm Kettlebell Swing",4,5,0,"54 lbs x 10 reps","54 lbs",10
"2014-01-23 08:13","Kettlebell Turkish Get-Up",5,1,0,"35 lbs x 1 reps","35 lbs",1
"2014-01-23 08:13","Kettlebell Turkish Get-Up",5,2,0,"35 lbs x 1 reps","35 lbs",1
"2014-01-23 08:13","Kettlebell Turkish Get-Up",5,3,0,"35 lbs x 1 reps","35 lbs",1
"2014-01-23 08:13","Kettlebell Turkish Get-Up",5,4,0,"35 lbs x 1 reps","35 lbs",1
"2014-01-23 08:13","Kettlebell Turkish Get-Up",5,5,1,"35 lbs x 1 reps","35 lbs",1
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
"2014-01-26 18:11",Squat,1,1,0,"120 lbs x 5 reps","120 lbs",5
"2014-01-26 18:11",Squat,1,2,0,"120 lbs x 5 reps","120 lbs",5
"2014-01-26 18:11",Squat,1,3,0,"150 lbs x 5 reps","150 lbs",5
"2014-01-26 18:11",Squat,1,4,0,"180 lbs x 3 reps","180 lbs",3
"2014-01-26 18:11",Squat,1,5,0,"180 lbs x 3 reps","180 lbs",3
"2014-01-26 18:11",Squat,1,6,0,"195 lbs x 5 reps","195 lbs",5
"2014-01-26 18:11",Squat,1,7,0,"225 lbs x 5 reps","225 lbs",5
"2014-01-26 18:11",Squat,1,8,0,"255 lbs x 2 reps","255 lbs",2
"2014-01-26 18:11",Squat,1,9,0,"255 lbs x 1 reps","255 lbs",1
"2014-01-26 18:11","Romanian Deadlift",2,1,0,"135 lbs x 5 reps","135 lbs",5
"2014-01-26 18:11","Romanian Deadlift",2,2,0,"135 lbs x 5 reps","135 lbs",5
"2014-01-26 18:11","Romanian Deadlift",2,3,0,"135 lbs x 5 reps","135 lbs",5
"2014-01-26 18:11","Romanian Deadlift",2,4,0,"135 lbs x 5 reps","135 lbs",5
"2014-01-26 18:11","Bulgarian Split Squat",3,1,0,"80 lbs x 5 reps","80 lbs",5
"2014-01-26 18:11","Bulgarian Split Squat",3,2,0,"80 lbs x 5 reps","80 lbs",5
"2014-01-26 18:11","Bulgarian Split Squat",3,3,0,"80 lbs x 5 reps","80 lbs",5
"2014-01-26 18:11","Bulgarian Split Squat",3,4,1,"80 lbs x 5 reps","80 lbs",5
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
"2014-01-27 09:15","Overhead Press",1,1,0,"65 lbs x 5 reps","65 lbs",5
"2014-01-27 09:15","Overhead Press",1,2,0,"80 lbs x 5 reps","80 lbs",5
"2014-01-27 09:15","Overhead Press",1,3,0,"95 lbs x 3 reps","95 lbs",3
"2014-01-27 09:15","Overhead Press",1,4,0,"105 lbs x 5 reps","105 lbs",5
"2014-01-27 09:15","Overhead Press",1,5,0,"120 lbs x 5 reps","120 lbs",5
"2014-01-27 09:15","Overhead Press",1,6,0,"135 lbs x 5 reps","135 lbs",5
"2014-01-27 09:15",Chin-Up,2,1,0,"5 reps",,5
"2014-01-27 09:15",Chin-Up,2,2,0,"5 reps",,5
"2014-01-27 09:15",Chin-Up,2,3,0,"5 reps",,5
"2014-01-27 09:15",Chin-Up,2,4,0,"5 reps",,5
"2014-01-27 09:15","Bench Press",3,1,0,"140 lbs x 5 reps","140 lbs",5
"2014-01-27 09:15","Bench Press",3,2,0,"140 lbs x 5 reps","140 lbs",5
"2014-01-27 09:15","Bench Press",3,3,0,"140 lbs x 5 reps","140 lbs",5
"2014-01-27 09:15","Bench Press",3,4,0,"140 lbs x 5 reps","140 lbs",5
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
"2014-01-28 09:17","One-Arm Kettlebell Swing",1,1,0,"54 lbs x 10 reps","54 lbs",10
"2014-01-28 09:17","One-Arm Kettlebell Swing",1,2,0,"54 lbs x 10 reps","54 lbs",10
"2014-01-28 09:17","One-Arm Kettlebell Swing",1,3,0,"54 lbs x 10 reps","54 lbs",10
"2014-01-28 09:17","One-Arm Kettlebell Swing",1,4,0,"54 lbs x 10 reps","54 lbs",10
"2014-01-28 09:17","One-Arm Kettlebell Swing",1,5,0,"54 lbs x 10 reps","54 lbs",10
"2014-01-28 09:17","Kettlebell Turkish Get-Up",2,1,0,"35 lbs x 1 reps","35 lbs",1
"2014-01-28 09:17","Kettlebell Turkish Get-Up",2,2,0,"35 lbs x 1 reps","35 lbs",1
"2014-01-28 09:17","Kettlebell Turkish Get-Up",2,3,0,"35 lbs x 1 reps","35 lbs",1
"2014-01-28 09:17","Kettlebell Turkish Get-Up",2,4,0,"35 lbs x 1 reps","35 lbs",1
"2014-01-28 09:17","Kettlebell Turkish Get-Up",2,5,0,"35 lbs x 1 reps","35 lbs",1
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
"2014-01-30 20:05",Deadlift,1,1,0,"140 lbs x 5 reps","140 lbs",5
"2014-01-30 20:05",Deadlift,1,2,0,"175 lbs x 5 reps","175 lbs",5
"2014-01-30 20:05",Deadlift,1,3,0,"210 lbs x 3 reps","210 lbs",3
"2014-01-30 20:05",Deadlift,1,4,0,"230 lbs x 5 reps","230 lbs",5
"2014-01-30 20:05",Deadlift,1,5,0,"265 lbs x 5 reps","265 lbs",5
"2014-01-30 20:05",Deadlift,1,6,0,"300 lbs x 5 reps","300 lbs",5
"2014-01-30 20:05",Squat,2,1,0,"135 lbs x 5 reps","135 lbs",5
"2014-01-30 20:05",Squat,2,2,0,"195 lbs x 5 reps","195 lbs",5
"2014-01-30 20:05",Squat,2,3,0,"195 lbs x 5 reps","195 lbs",5
"2014-01-30 20:05",Squat,2,4,0,"195 lbs x 5 reps","195 lbs",5
"2014-01-30 20:05",Squat,2,5,0,"195 lbs x 5 reps","195 lbs",5
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
"2014-01-31 09:05","Bench Press",1,1,0,"85 lbs x 5 reps","85 lbs",5
"2014-01-31 09:05","Bench Press",1,2,0,"105 lbs x 5 reps","105 lbs",5
"2014-01-31 09:05","Bench Press",1,3,0,"130 lbs x 3 reps","130 lbs",3
"2014-01-31 09:05","Bench Press",1,4,0,"140 lbs x 5 reps","140 lbs",5
"2014-01-31 09:05","Bench Press",1,5,0,"160 lbs x 5 reps","160 lbs",5
"2014-01-31 09:05","Bench Press",1,6,0,"180 lbs x 8 reps","180 lbs",8
"2014-01-31 09:05","Dumbbell Row",2,1,0,"80 lbs x 5 reps","80 lbs",5
"2014-01-31 09:05","Dumbbell Row",2,2,0,"80 lbs x 5 reps","80 lbs",5
"2014-01-31 09:05","Dumbbell Row",2,3,0,"80 lbs x 5 reps","80 lbs",5
"2014-01-31 09:05","Dumbbell Row",2,4,1,"80 lbs x 5 reps","80 lbs",5
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
"2013-12-02 09:33",Squat,1,1,0,"115 lbs x 5 reps","115 lbs",5
"2013-12-02 09:33",Squat,1,2,0,"140 lbs x 5 reps","140 lbs",5
"2013-12-02 09:33",Squat,1,3,0,"170 lbs x 3 reps","170 lbs",3
"2013-12-02 09:33",Squat,1,4,0,"200 lbs x 3 reps","200 lbs",3
"2013-12-02 09:33",Squat,1,5,0,"225 lbs x 3 reps","225 lbs",3
"2013-12-02 09:33",Squat,1,6,0,"255 lbs x 5 reps","255 lbs",5
"2013-12-02 09:33","Barbell Lunge",2,1,0,"55 lbs x 5 reps","55 lbs",5
"2013-12-02 09:33","Barbell Lunge",2,2,0,"55 lbs x 5 reps","55 lbs",5
"2013-12-02 09:33","Barbell Lunge",2,3,0,"55 lbs x 5 reps","55 lbs",5
"2013-12-02 09:33","Barbell Lunge",2,4,0,"55 lbs x 5 reps","55 lbs",5
"2013-12-02 09:33","Romanian Deadlift",3,1,0,"115 lbs x 5 reps","115 lbs",5
"2013-12-02 09:33","Romanian Deadlift",3,2,0,"115 lbs x 5 reps","115 lbs",5
"2013-12-02 09:33","Romanian Deadlift",3,3,0,"115 lbs x 5 reps","115 lbs",5
"2013-12-02 09:33","Romanian Deadlift",3,4,0,"115 lbs x 5 reps","115 lbs",5
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
"2013-12-03 09:06","Overhead Press",1,1,0,"60 lbs x 5 reps","60 lbs",5
"2013-12-03 09:06","Overhead Press",1,2,0,"75 lbs x 5 reps","75 lbs",5
"2013-12-03 09:06","Overhead Press",1,3,0,"90 lbs x 3 reps","90 lbs",3
"2013-12-03 09:06","Overhead Press",1,4,0,"105 lbs x 3 reps","105 lbs",3
"2013-12-03 09:06","Overhead Press",1,5,0,"120 lbs x 3 reps","120 lbs",3
"2013-12-03 09:06","Overhead Press",1,6,0,"135 lbs x 5 reps","135 lbs",5
"2013-12-03 09:06","Weighted Dip",2,1,0,"20 lbs x 5 reps","20 lbs",5
"2013-12-03 09:06","Weighted Dip",2,2,0,"20 lbs x 5 reps","20 lbs",5
"2013-12-03 09:06","Weighted Dip",2,3,0,"20 lbs x 5 reps","20 lbs",5
"2013-12-03 09:06","Weighted Dip",2,4,0,"20 lbs x 5 reps","20 lbs",5
"2013-12-03 09:06","Weighted Chin-Up",3,1,0,"10 lbs x 5 reps","10 lbs",5
"2013-12-03 09:06","Weighted Chin-Up",3,2,0,"10 lbs x 5 reps","10 lbs",5
"2013-12-03 09:06","Weighted Chin-Up",3,3,0,"10 lbs x 5 reps","10 lbs",5
"2013-12-03 09:06","Weighted Chin-Up",3,4,0,"10 lbs x 5 reps","10 lbs",5
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
"2013-12-05 09:12",Deadlift,1,1,0,"135 lbs x 5 reps","135 lbs",5
"2013-12-05 09:12",Deadlift,1,2,0,"165 lbs x 5 reps","165 lbs",5
"2013-12-05 09:12",Deadlift,1,3,0,"200 lbs x 3 reps","200 lbs",3
"2013-12-05 09:12",Deadlift,1,4,0,"235 lbs x 3 reps","235 lbs",3
"2013-12-05 09:12",Deadlift,1,5,0,"265 lbs x 3 reps","265 lbs",3
"2013-12-05 09:12",Deadlift,1,6,0,"300 lbs x 5 reps","300 lbs",5
"2013-12-05 09:12","Bulgarian Split Squat",2,1,0,"60 lbs x 5 reps","60 lbs",5
"2013-12-05 09:12","Bulgarian Split Squat",2,2,0,"60 lbs x 5 reps","60 lbs",5
"2013-12-05 09:12","Bulgarian Split Squat",2,3,0,"60 lbs x 5 reps","60 lbs",5
"2013-12-05 09:12","Bulgarian Split Squat",2,4,0,"60 lbs x 5 reps","60 lbs",5
"2013-12-05 09:12","Calf Raise",3,1,0,"25 lbs x 10 reps","25 lbs",10
"2013-12-05 09:12","Calf Raise",3,2,0,"25 lbs x 10 reps","25 lbs",10
"2013-12-05 09:12","Calf Raise",3,3,1,"25 lbs x 10 reps","25 lbs",10
"2013-12-05 09:12","Kneeling Ab Roller",4,1,0,"5 reps",,5
"2013-12-05 09:12","Kneeling Ab Roller",4,2,0,"5 reps",,5
"2013-12-05 09:12","Kneeling Ab Roller",4,3,0,"5 reps",,5
"2013-12-05 09:12","Kneeling Ab Roller",4,4,0,"5 reps",,5
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
"2013-12-06 08:59","Bench Press",1,1,0,"80 lbs x 5 reps","80 lbs",5
"2013-12-06 08:59","Bench Press",1,2,0,"100 lbs x 5 reps","100 lbs",5
"2013-12-06 08:59","Bench Press",1,3,0,"120 lbs x 3 reps","120 lbs",3
"2013-12-06 08:59","Bench Press",1,4,0,"140 lbs x 3 reps","140 lbs",3
"2013-12-06 08:59","Bench Press",1,5,0,"160 lbs x 3 reps","160 lbs",3
"2013-12-06 08:59","Bench Press",1,6,1,"180 lbs x 9 reps","180 lbs",9
"2013-12-06 08:59","Weighted Dip",2,1,0,"25 lbs x 5 reps","25 lbs",5
"2013-12-06 08:59","Weighted Dip",2,2,0,"25 lbs x 5 reps","25 lbs",5
"2013-12-06 08:59","Weighted Dip",2,3,0,"25 lbs x 5 reps","25 lbs",5
"2013-12-06 08:59","Weighted Dip",2,4,1,"25 lbs x 5 reps","25 lbs",5
"2013-12-06 08:59","Dumbbell Row",3,1,0,"75 lbs x 7 reps","75 lbs",7
"2013-12-06 08:59","Dumbbell Row",3,2,0,"75 lbs x 7 reps","75 lbs",7
"2013-12-06 08:59","Dumbbell Row",3,3,0,"75 lbs x 7 reps","75 lbs",7
"2013-12-06 08:59","Dumbbell Row",3,4,1,"75 lbs x 8 reps","75 lbs",8
"2013-12-06 08:59","Dumbbell Curl",4,1,0,"30 lbs x 8 reps","30 lbs",8
"2013-12-06 08:59","Dumbbell Curl",4,2,0,"30 lbs x 7 reps","30 lbs",7
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
"2013-12-09 10:54",Squat,1,1,0,"115 lbs x 5 reps","115 lbs",5
"2013-12-09 10:54",Squat,1,2,0,"140 lbs x 5 reps","140 lbs",5
"2013-12-09 10:54",Squat,1,3,0,"170 lbs x 3 reps","170 lbs",3
"2013-12-09 10:54",Squat,1,4,0,"210 lbs x 5 reps","210 lbs",5
"2013-12-09 10:54",Squat,1,5,0,"240 lbs x 3 reps","240 lbs",3
"2013-12-09 10:54",Squat,1,6,0,"270 lbs x 3 reps","270 lbs",3
"2013-12-09 10:54","Barbell Rear Lunge",2,1,0,"65 lbs x 5 reps","65 lbs",5
"2013-12-09 10:54","Barbell Rear Lunge",2,2,0,"65 lbs x 5 reps","65 lbs",5
"2013-12-09 10:54","Barbell Rear Lunge",2,3,0,"65 lbs x 5 reps","65 lbs",5
"2013-12-09 10:54","Barbell Rear Lunge",2,4,0,"65 lbs x 5 reps","65 lbs",5
"2013-12-09 10:54","Romanian Deadlift",3,1,0,"115 lbs x 5 reps","115 lbs",5
"2013-12-09 10:54","Romanian Deadlift",3,2,0,"115 lbs x 5 reps","115 lbs",5
"2013-12-09 10:54","Romanian Deadlift",3,3,0,"115 lbs x 5 reps","115 lbs",5
"2013-12-09 10:54","Romanian Deadlift",3,4,0,"115 lbs x 5 reps","115 lbs",5
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
"2013-12-10 09:23","Overhead Press",1,1,0,"60 lbs x 5 reps","60 lbs",5
"2013-12-10 09:23","Overhead Press",1,2,0,"75 lbs x 5 reps","75 lbs",5
"2013-12-10 09:23","Overhead Press",1,3,0,"90 lbs x 3 reps","90 lbs",3
"2013-12-10 09:23","Overhead Press",1,4,0,"110 lbs x 5 reps","110 lbs",5
"2013-12-10 09:23","Overhead Press",1,5,0,"125 lbs x 3 reps","125 lbs",3
"2013-12-10 09:23","Overhead Press",1,6,0,"140 lbs x 4 reps","140 lbs",4
"2013-12-10 09:23","Weighted Dip",2,1,0,"25 lbs x 5 reps","25 lbs",5
"2013-12-10 09:23","Weighted Dip",2,2,0,"25 lbs x 5 reps","25 lbs",5
"2013-12-10 09:23","Weighted Dip",2,3,0,"25 lbs x 5 reps","25 lbs",5
"2013-12-10 09:23","Weighted Dip",2,4,1,"25 lbs x 10 reps","25 lbs",10
"2013-12-10 09:23","Weighted Chin-Up",3,1,0,"10 lbs x 5 reps","10 lbs",5
"2013-12-10 09:23","Weighted Chin-Up",3,2,0,"10 lbs x 5 reps","10 lbs",5
"2013-12-10 09:23","Weighted Chin-Up",3,3,0,"10 lbs x 5 reps","10 lbs",5
"2013-12-10 09:23","Weighted Chin-Up",3,4,0,"10 lbs x 2 reps","10 lbs",2
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
"2013-12-12 09:11",Deadlift,1,1,0,"135 lbs x 5 reps","135 lbs",5
"2013-12-12 09:11",Deadlift,1,2,0,"165 lbs x 5 reps","165 lbs",5
"2013-12-12 09:11",Deadlift,1,3,0,"200 lbs x 3 reps","200 lbs",3
"2013-12-12 09:11",Deadlift,1,4,0,"250 lbs x 5 reps","250 lbs",5
"2013-12-12 09:11",Deadlift,1,5,0,"285 lbs x 3 reps","285 lbs",3
"2013-12-12 09:11",Deadlift,1,6,0,"315 lbs x 3 reps","315 lbs",3
"2013-12-12 09:11","Bulgarian Split Squat",2,1,0,"60 lbs x 5 reps","60 lbs",5
"2013-12-12 09:11","Bulgarian Split Squat",2,2,0,"60 lbs x 5 reps","60 lbs",5
"2013-12-12 09:11","Bulgarian Split Squat",2,3,0,"60 lbs x 5 reps","60 lbs",5
"2013-12-12 09:11","Bulgarian Split Squat",2,4,0,"60 lbs x 5 reps","60 lbs",5
"2013-12-12 09:11","Calf Raise",3,1,0,"45 lbs x 10 reps","45 lbs",10
"2013-12-12 09:11","Calf Raise",3,2,0,"45 lbs x 10 reps","45 lbs",10
"2013-12-12 09:11","Calf Raise",3,3,1,"45 lbs x 10 reps","45 lbs",10
"2013-12-12 09:11","Kneeling Ab Roller",4,1,0,"5 reps",,5
"2013-12-12 09:11","Kneeling Ab Roller",4,2,0,"5 reps",,5
"2013-12-12 09:11","Kneeling Ab Roller",4,3,0,"5 reps",,5
"2013-12-12 09:11","Kneeling Ab Roller",4,4,0,"5 reps",,5
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
"2013-12-13 09:07","Bench Press",1,1,0,"80 lbs x 5 reps","80 lbs",5
"2013-12-13 09:07","Bench Press",1,2,0,"100 lbs x 5 reps","100 lbs",5
"2013-12-13 09:07","Bench Press",1,3,0,"120 lbs x 3 reps","120 lbs",3
"2013-12-13 09:07","Bench Press",1,4,0,"150 lbs x 5 reps","150 lbs",5
"2013-12-13 09:07","Bench Press",1,5,0,"170 lbs x 3 reps","170 lbs",3
"2013-12-13 09:07","Bench Press",1,6,0,"190 lbs x 6 reps","190 lbs",6
"2013-12-13 09:07","Weighted Dip",2,1,0,"35 lbs x 5 reps","35 lbs",5
"2013-12-13 09:07","Weighted Dip",2,2,0,"35 lbs x 5 reps","35 lbs",5
"2013-12-13 09:07","Weighted Dip",2,3,0,"35 lbs x 5 reps","35 lbs",5
"2013-12-13 09:07","Weighted Dip",2,4,1,"35 lbs x 5 reps","35 lbs",5
"2013-12-13 09:07","Dumbbell Row",3,1,0,"75 lbs x 8 reps","75 lbs",8
"2013-12-13 09:07","Dumbbell Row",3,2,0,"75 lbs x 8 reps","75 lbs",8
"2013-12-13 09:07","Dumbbell Row",3,3,0,"75 lbs x 8 reps","75 lbs",8
"2013-12-13 09:07","Dumbbell Row",3,4,0,"75 lbs x 9 reps","75 lbs",9
"2013-12-13 09:07","Dumbbell Curl",4,1,0,"30 lbs x 8 reps","30 lbs",8
"2013-12-13 09:07","Dumbbell Curl",4,2,0,"30 lbs x 4 reps","30 lbs",4
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
"2013-12-16 10:37",Squat,1,1,0,"120 lbs x 5 reps","120 lbs",5
"2013-12-16 10:37",Squat,1,2,0,"145 lbs x 5 reps","145 lbs",5
"2013-12-16 10:37",Squat,1,3,0,"175 lbs x 3 reps","175 lbs",3
"2013-12-16 10:37",Squat,1,4,0,"190 lbs x 5 reps","190 lbs",5
"2013-12-16 10:37",Squat,1,5,0,"220 lbs x 5 reps","220 lbs",5
"2013-12-16 10:37",Squat,1,6,0,"250 lbs x 6 reps","250 lbs",6
"2013-12-16 10:37","Barbell Lunge",2,1,0,"65 lbs x 5 reps","65 lbs",5
"2013-12-16 10:37","Barbell Lunge",2,2,0,"65 lbs x 5 reps","65 lbs",5
"2013-12-16 10:37","Barbell Lunge",2,3,0,"65 lbs x 5 reps","65 lbs",5
"2013-12-16 10:37","Barbell Lunge",2,4,1,"65 lbs x 5 reps","65 lbs",5
"2013-12-16 10:37","Romanian Deadlift",3,1,0,"120 lbs x 5 reps","120 lbs",5
"2013-12-16 10:37","Romanian Deadlift",3,2,0,"120 lbs x 5 reps","120 lbs",5
"2013-12-16 10:37","Romanian Deadlift",3,3,0,"120 lbs x 5 reps","120 lbs",5
"2013-12-16 10:37","Romanian Deadlift",3,4,0,"120 lbs x 5 reps","120 lbs",5
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
"2013-12-17 09:09","Overhead Press",1,1,0,"60 lbs x 5 reps","60 lbs",5
"2013-12-17 09:09","Overhead Press",1,2,0,"75 lbs x 5 reps","75 lbs",5
"2013-12-17 09:09","Overhead Press",1,3,0,"90 lbs x 3 reps","90 lbs",3
"2013-12-17 09:09","Overhead Press",1,4,0,"100 lbs x 5 reps","100 lbs",5
"2013-12-17 09:09","Overhead Press",1,5,0,"115 lbs x 5 reps","115 lbs",5
"2013-12-17 09:09","Overhead Press",1,6,0,"130 lbs x 7 reps","130 lbs",7
"2013-12-17 09:09","Weighted Dip",2,1,0,"35 lbs x 5 reps","35 lbs",5
"2013-12-17 09:09","Weighted Dip",2,2,0,"35 lbs x 5 reps","35 lbs",5
"2013-12-17 09:09","Weighted Dip",2,3,0,"35 lbs x 5 reps","35 lbs",5
"2013-12-17 09:09","Weighted Dip",2,4,0,"35 lbs x 5 reps","35 lbs",5
"2013-12-17 09:09",Chin-Up,3,1,0,"5 reps",,5
"2013-12-17 09:09",Chin-Up,3,2,0,"5 reps",,5
"2013-12-17 09:09",Chin-Up,3,3,0,"5 reps",,5
"2013-12-17 09:09",Chin-Up,3,4,0,"5 reps",,5
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
"2013-12-19 09:43",Deadlift,1,1,0,"140 lbs x 5 reps","140 lbs",5
"2013-12-19 09:43",Deadlift,1,2,0,"170 lbs x 5 reps","170 lbs",5
"2013-12-19 09:43",Deadlift,1,3,0,"205 lbs x 3 reps","205 lbs",3
"2013-12-19 09:43",Deadlift,1,4,0,"225 lbs x 5 reps","225 lbs",5
"2013-12-19 09:43",Deadlift,1,5,0,"255 lbs x 5 reps","255 lbs",5
"2013-12-19 09:43",Deadlift,1,6,1,"290 lbs x 8 reps","290 lbs",8
"2013-12-19 09:43","Bulgarian Split Squat",2,1,0,"70 lbs x 5 reps","70 lbs",5
"2013-12-19 09:43","Bulgarian Split Squat",2,2,0,"70 lbs x 5 reps","70 lbs",5
"2013-12-19 09:43","Bulgarian Split Squat",2,3,0,"70 lbs x 5 reps","70 lbs",5
"2013-12-19 09:43","Bulgarian Split Squat",2,4,1,"70 lbs x 5 reps","70 lbs",5
"2013-12-19 09:43","Kneeling Ab Roller",3,1,0,"5 reps",,5
"2013-12-19 09:43","Kneeling Ab Roller",3,2,0,"5 reps",,5
"2013-12-19 09:43","Kneeling Ab Roller",3,3,0,"5 reps",,5
"2013-12-19 09:43","Kneeling Ab Roller",3,4,0,"5 reps",,5
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Weight,Reps,Distance
"2013-12-21 18:29","Power Clean",1,1,0,"65 lbs x 5 reps","65 lbs",5,
"2013-12-21 18:29","Power Clean",1,2,1,"95 lbs x 5 reps","95 lbs",5,
"2013-12-21 18:29","Bench Press",2,1,0,"85 lbs x 5 reps","85 lbs",5,
"2013-12-21 18:29","Bench Press",2,2,0,"105 lbs x 5 reps","105 lbs",5,
"2013-12-21 18:29","Bench Press",2,3,0,"125 lbs x 3 reps","125 lbs",3,
"2013-12-21 18:29","Bench Press",2,4,0,"135 lbs x 5 reps","135 lbs",5,
"2013-12-21 18:29","Bench Press",2,5,0,"155 lbs x 5 reps","155 lbs",5,
"2013-12-21 18:29","Bench Press",2,6,0,"175 lbs x 9 reps","175 lbs",9,
"2013-12-21 18:29","Dumbbell Row",3,1,0,"75 lbs x 9 reps","75 lbs",9,
"2013-12-21 18:29","Dumbbell Row",3,2,0,"75 lbs x 9 reps","75 lbs",9,
"2013-12-21 18:29","Dumbbell Row",3,3,0,"75 lbs x 9 reps","75 lbs",9,
"2013-12-21 18:29","Dumbbell Row",3,4,0,"75 lbs x 9 reps","75 lbs",9,
"2013-12-21 18:29","Farmer's Walk",4,1,0,"135 lbs 180 ft","135 lbs",,"180 ft"
"2013-12-21 18:29","Farmer's Walk",4,2,0,"135 lbs 180 ft","135 lbs",,"180 ft"
"2013-12-21 18:29","Farmer's Walk",4,3,0,"135 lbs 180 ft","135 lbs",,"180 ft"
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
"2013-12-24 13:34","Bench Press",1,1,0,"185 lbs x 5 reps","185 lbs",5
"2013-12-24 13:34","Bench Press",1,2,0,"185 lbs x 5 reps","185 lbs",5
"2013-12-24 13:34","Bench Press",1,3,0,"185 lbs x 4 reps","185 lbs",4
"2013-12-24 13:34","Bulgarian Split Squat",2,1,0,"70 lbs x 5 reps","70 lbs",5
"2013-12-24 13:34","Bulgarian Split Squat",2,2,0,"70 lbs x 5 reps","70 lbs",5
"2013-12-24 13:34","Bulgarian Split Squat",2,3,0,"70 lbs x 5 reps","70 lbs",5
"2013-12-24 13:34","Dumbbell Row",3,1,0,"75 lbs x 8 reps","75 lbs",8
"2013-12-24 13:34","Dumbbell Row",3,2,0,"75 lbs x 8 reps","75 lbs",8
"2013-12-24 13:34","Dumbbell Row",3,3,0,"75 lbs x 8 reps","75 lbs",8
"2013-12-24 13:34","Romanian Deadlift",4,1,0,"125 lbs x 5 reps","125 lbs",5
"2013-12-24 13:34","Romanian Deadlift",4,2,0,"125 lbs x 5 reps","125 lbs",5
"2013-12-24 13:34","Romanian Deadlift",4,3,0,"125 lbs x 5 reps","125 lbs",5
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
"2013-12-27 13:31",Squat,1,1,0,"135 lbs x 5 reps","135 lbs",5
"2013-12-27 13:31",Squat,1,2,0,"185 lbs x 5 reps","185 lbs",5
"2013-12-27 13:31",Squat,1,3,0,"215 lbs x 5 reps","215 lbs",5
"2013-12-27 13:31",Squat,1,4,0,"215 lbs x 5 reps","215 lbs",5
"2013-12-27 13:31","Overhead Press",2,1,0,"65 lbs x 5 reps","65 lbs",5
"2013-12-27 13:31","Overhead Press",2,2,0,"95 lbs x 5 reps","95 lbs",5
"2013-12-27 13:31","Overhead Press",2,3,0,"115 lbs x 5 reps","115 lbs",5
"2013-12-27 13:31","Overhead Press",2,4,0,"115 lbs x 5 reps","115 lbs",5
"2013-12-27 13:31",Chin-Up,3,1,0,"5 reps",,5
"2013-12-27 13:31",Chin-Up,3,2,0,"5 reps",,5
"2013-12-27 13:31",Chin-Up,3,3,0,"5 reps",,5
"Performed At",Exercise,Exercise#,Set#,IsPR,String,Weight,Reps
"2013-12-30 09:55",Squat,1,1,0,"120 lbs x 5 reps","120 lbs",5
"2013-12-30 09:55",Squat,1,2,0,"145 lbs x 5 reps","145 lbs",5
"2013-12-30 09:55",Squat,1,3,0,"175 lbs x 3 reps","175 lbs",3
"2013-12-30 09:55",Squat,1,4,0,"190 lbs x 5 reps","190 lbs",5
"2013-12-30 09:55",Squat,1,5,0,"220 lbs x 5 reps","220 lbs",5
"2013-12-30 09:55",Squat,1,6,0,"250 lbs x 6 reps","250 lbs",6
"2013-12-30 09:55","Romanian Deadlift",2,1,0,"125 lbs x 5 reps","125 lbs",5
"2013-12-30 09:55","Romanian Deadlift",2,2,0,"125 lbs x 5 reps","125 lbs",5
"2013-12-30 09:55","Romanian Deadlift",2,3,0,"125 lbs x 5 reps","125 lbs",5
"2013-12-30 09:55","Romanian Deadlift",2,4,0,"125 lbs x 5 reps","125 lbs",5
